group,position_bp,cluster0_density,cluster1_density,cluster0_total,cluster1_total,n_sequences_in_group
Age 60+,3486,0.00013487240440298597,7.658424421283959e-05,35700409,47921084,172075
Age 60+,3487,0.00013490041528655875,7.658424421283959e-05,35700409,47921084,172075
Age 60+,3488,0.00013504046970442272,7.666771477873914e-05,35700409,47921084,172075
Age 60+,3489,0.0001350684805879955,7.658424421283959e-05,35700409,47921084,172075
Age 60+,3490,0.00013526455677300504,7.660511185431448e-05,35700409,47921084,172075
Age 60+,3491,0.00013504046970442272,7.662597949578937e-05,35700409,47921084,172075
Age 60+,3492,0.00013512450235514108,7.664684713726425e-05,35700409,47921084,172075
Age 60+,3493,0.00013518052412228666,7.660511185431448e-05,35700409,47921084,172075
Age 60+,3494,0.00013523654588943224,7.662597949578937e-05,35700409,47921084,172075
Age 60+,3495,0.00013518052412228666,7.660511185431448e-05,35700409,47921084,172075
Age 60+,3496,0.00013523654588943224,7.67511853446387e-05,35700409,47921084,172075
Age 60+,3497,0.00013529256765657782,7.681378826906336e-05,35700409,47921084,172075
Age 60+,3498,0.00013523654588943224,7.679292062758848e-05,35700409,47921084,172075
Age 60+,3499,0.00013520853500585946,7.69181264764378e-05,35700409,47921084,172075
Age 60+,3500,0.00013520853500585946,7.704333232528714e-05,35700409,47921084,172075
Age 60+,3501,0.00013520853500585946,7.698072940086246e-05,35700409,47921084,172075
Age 60+,3502,0.00013526455677300504,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3503,0.00013532057854015063,7.681378826906336e-05,35700409,47921084,172075
Age 60+,3504,0.00013554466560873295,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3505,0.00013560068737587854,7.67511853446387e-05,35700409,47921084,172075
Age 60+,3506,0.00013576875267731526,7.664684713726425e-05,35700409,47921084,172075
Age 60+,3507,0.00013599283974589758,7.668858242021403e-05,35700409,47921084,172075
Age 60+,3508,0.0001360208506294704,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3509,0.0001360208506294704,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3510,0.00013599283974589758,7.693899411791269e-05,35700409,47921084,172075
Age 60+,3511,0.00013599283974589758,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3512,0.00013610488328018875,7.695986175938758e-05,35700409,47921084,172075
Age 60+,3513,0.00013610488328018875,7.695986175938758e-05,35700409,47921084,172075
Age 60+,3514,0.00013613289416376155,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3515,0.0001362169268144799,7.681378826906336e-05,35700409,47921084,172075
Age 60+,3516,0.00013638499211591666,7.677205298611359e-05,35700409,47921084,172075
Age 60+,3517,0.00013635698123234385,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3518,0.00013649703565020782,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3519,0.00013666510095164457,7.693899411791269e-05,35700409,47921084,172075
Age 60+,3520,0.00013677714448593573,7.702246468381224e-05,35700409,47921084,172075
Age 60+,3521,0.0001368051553695085,7.69181264764378e-05,35700409,47921084,172075
Age 60+,3522,0.00013691719890379967,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3523,0.0001368331662530813,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3524,0.00013697322067094525,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3525,0.00013697322067094525,7.69181264764378e-05,35700409,47921084,172075
Age 60+,3526,0.000137141285972382,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3527,0.00013722531862310036,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3528,0.0001370572533216636,7.67511853446387e-05,35700409,47921084,172075
Age 60+,3529,0.00013716929685595478,7.67303177031638e-05,35700409,47921084,172075
Age 60+,3530,0.00013725332950667316,7.67511853446387e-05,35700409,47921084,172075
Age 60+,3531,0.00013736537304096433,7.67303177031638e-05,35700409,47921084,172075
Age 60+,3532,0.00013756144922597385,7.677205298611359e-05,35700409,47921084,172075
Age 60+,3533,0.00013761747099311943,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3534,0.00013786956894527454,7.67511853446387e-05,35700409,47921084,172075
Age 60+,3535,0.00013784155806170176,7.681378826906336e-05,35700409,47921084,172075
Age 60+,3536,0.00013814967778100245,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3537,0.00013823371043172083,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3538,0.00013837376484958477,7.695986175938758e-05,35700409,47921084,172075
Age 60+,3539,0.00013840177573315758,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3540,0.0001385978519181671,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3541,0.00013868188456888546,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3542,0.00013870989545245827,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3543,0.00013879392810317663,7.687639119348803e-05,35700409,47921084,172075
Age 60+,3544,0.0001389059716374678,7.698072940086246e-05,35700409,47921084,172075
Age 60+,3545,0.00013904602605533176,7.700159704233735e-05,35700409,47921084,172075
Age 60+,3546,0.0001389059716374678,7.69181264764378e-05,35700409,47921084,172075
Age 60+,3547,0.0001389059716374678,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3548,0.0001389339825210406,7.693899411791269e-05,35700409,47921084,172075
Age 60+,3549,0.000138877960753895,7.702246468381224e-05,35700409,47921084,172075
Age 60+,3550,0.00013896199340461337,7.704333232528714e-05,35700409,47921084,172075
Age 60+,3551,0.00013907403693890453,7.704333232528714e-05,35700409,47921084,172075
Age 60+,3552,0.00013904602605533176,7.70850676082369e-05,35700409,47921084,172075
Age 60+,3553,0.00013915806958962292,7.704333232528714e-05,35700409,47921084,172075
Age 60+,3554,0.00013932613489105964,7.698072940086246e-05,35700409,47921084,172075
Age 60+,3555,0.00013941016754177803,7.700159704233735e-05,35700409,47921084,172075
Age 60+,3556,0.00013957823284321477,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3557,0.00013974629814465152,7.685552355201314e-05,35700409,47921084,172075
Age 60+,3558,0.0001398023199117971,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3559,0.00013991436344608826,7.683465591053825e-05,35700409,47921084,172075
Age 60+,3560,0.00013997038521323382,7.693899411791269e-05,35700409,47921084,172075
Age 60+,3561,0.00013991436344608826,7.69181264764378e-05,35700409,47921084,172075
Age 60+,3562,0.00013994237432966104,7.689725883496291e-05,35700409,47921084,172075
Age 60+,3563,0.00014008242874752498,7.698072940086246e-05,35700409,47921084,172075
Age 60+,3564,0.0001400544178639522,7.712680289118669e-05,35700409,47921084,172075
Age 60+,3565,0.0001403905484668257,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3566,0.00014044657023397128,7.729374402298579e-05,35700409,47921084,172075
Age 60+,3567,0.00014072667906969916,7.739808223036024e-05,35700409,47921084,172075
Age 60+,3568,0.00014078270083684474,7.74606851547849e-05,35700409,47921084,172075
Age 60+,3569,0.00014083872260399033,7.754415572068445e-05,35700409,47921084,172075
Age 60+,3570,0.00014100678790542707,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3571,0.0001412308749740094,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3572,0.00014137092939187337,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3573,0.00014145496204259173,7.733547930593556e-05,35700409,47921084,172075
Age 60+,3574,0.00014139894027544614,7.731461166446068e-05,35700409,47921084,172075
Age 60+,3575,0.00014139894027544614,7.725200874003601e-05,35700409,47921084,172075
Age 60+,3576,0.00014162302734402847,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3577,0.0001417630817618924,7.718940581561135e-05,35700409,47921084,172075
Age 60+,3578,0.00014179109264546522,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3579,0.00014198716883047474,7.731461166446068e-05,35700409,47921084,172075
Age 60+,3580,0.0001421552341319115,7.733547930593556e-05,35700409,47921084,172075
Age 60+,3581,0.00014221125589905707,7.725200874003601e-05,35700409,47921084,172075
Age 60+,3582,0.00014226727766620265,7.729374402298579e-05,35700409,47921084,172075
Age 60+,3583,0.00014221125589905707,7.72728763815109e-05,35700409,47921084,172075
Age 60+,3584,0.00014226727766620265,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3585,0.00014237932120049381,7.729374402298579e-05,35700409,47921084,172075
Age 60+,3586,0.00014246335385121217,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3587,0.0001424353429676394,7.718940581561135e-05,35700409,47921084,172075
Age 60+,3588,0.00014263141915264892,7.733547930593556e-05,35700409,47921084,172075
Age 60+,3589,0.00014260340826907614,7.721027345708624e-05,35700409,47921084,172075
Age 60+,3590,0.00014260340826907614,7.71059352497118e-05,35700409,47921084,172075
Age 60+,3591,0.00014254738650193056,7.71059352497118e-05,35700409,47921084,172075
Age 60+,3592,0.00014265943003622172,7.700159704233735e-05,35700409,47921084,172075
Age 60+,3593,0.0001426874409197945,7.706419996676203e-05,35700409,47921084,172075
Age 60+,3594,0.00014288351710480403,7.702246468381224e-05,35700409,47921084,172075
Age 60+,3595,0.00014288351710480403,7.71059352497118e-05,35700409,47921084,172075
Age 60+,3596,0.0001429955606390952,7.70850676082369e-05,35700409,47921084,172075
Age 60+,3597,0.0001429955606390952,7.70850676082369e-05,35700409,47921084,172075
Age 60+,3598,0.0001429675497555224,7.714767053266158e-05,35700409,47921084,172075
Age 60+,3599,0.00014338771300911426,7.714767053266158e-05,35700409,47921084,172075
Age 60+,3600,0.00014347174565983265,7.71059352497118e-05,35700409,47921084,172075
Age 60+,3601,0.00014347174565983265,7.718940581561135e-05,35700409,47921084,172075
Age 60+,3602,0.00014375185449556053,7.725200874003601e-05,35700409,47921084,172075
Age 60+,3603,0.00014383588714627892,7.716853817413646e-05,35700409,47921084,172075
Age 60+,3604,0.00014397594156414286,7.718940581561135e-05,35700409,47921084,172075
Age 60+,3605,0.00014411599598200683,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3606,0.00014411599598200683,7.731461166446068e-05,35700409,47921084,172075
Age 60+,3607,0.00014425605039987077,7.735634694741045e-05,35700409,47921084,172075
Age 60+,3608,0.00014431207216701635,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3609,0.0001444521265848803,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3610,0.00014462019188631704,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3611,0.00014467621365346262,7.74606851547849e-05,35700409,47921084,172075
Age 60+,3612,0.0001447322354206082,7.725200874003601e-05,35700409,47921084,172075
Age 60+,3613,0.0001447322354206082,7.729374402298579e-05,35700409,47921084,172075
Age 60+,3614,0.0001448162680713266,7.723114109856113e-05,35700409,47921084,172075
Age 60+,3615,0.00014492831160561775,7.716853817413646e-05,35700409,47921084,172075
Age 60+,3616,0.0001449843333727633,7.72728763815109e-05,35700409,47921084,172075
Age 60+,3617,0.00014515239867420005,7.72728763815109e-05,35700409,47921084,172075
Age 60+,3618,0.0001450123442563361,7.72728763815109e-05,35700409,47921084,172075
Age 60+,3619,0.0001449843333727633,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3620,0.00014512438779062728,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3621,0.00014512438779062728,7.74606851547849e-05,35700409,47921084,172075
Age 60+,3622,0.00014526444220849122,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3623,0.00014520842044134563,7.74606851547849e-05,35700409,47921084,172075
Age 60+,3624,0.00014554455104421913,7.743981751331e-05,35700409,47921084,172075
Age 60+,3625,0.0001456005728113647,7.739808223036024e-05,35700409,47921084,172075
Age 60+,3626,0.00014582465987994704,7.733547930593556e-05,35700409,47921084,172075
Age 60+,3627,0.00014588068164709262,7.743981751331e-05,35700409,47921084,172075
Age 60+,3628,0.00014607675783210214,7.750242043773467e-05,35700409,47921084,172075
Age 60+,3629,0.00014630084490068447,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3630,0.00014632885578425727,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3631,0.00014638487755140286,7.743981751331e-05,35700409,47921084,172075
Age 60+,3632,0.00014632885578425727,7.743981751331e-05,35700409,47921084,172075
Age 60+,3633,0.00014658095373641238,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3634,0.00014663697550355796,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3635,0.00014663697550355796,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3636,0.00014666498638713074,7.739808223036024e-05,35700409,47921084,172075
Age 60+,3637,0.0001468050408049947,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3638,0.00014694509522285865,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3639,0.0001468610625721403,7.74606851547849e-05,35700409,47921084,172075
Age 60+,3640,0.00014702912787357703,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3641,0.00014700111699000423,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3642,0.00014702912787357703,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3643,0.00014716918229144098,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3644,0.0001471131605242954,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3645,0.0001471131605242954,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3646,0.00014733724759287772,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3647,0.00014742128024359608,7.750242043773467e-05,35700409,47921084,172075
Age 60+,3648,0.00014758934554503283,7.743981751331e-05,35700409,47921084,172075
Age 60+,3649,0.0001476453673121784,7.739808223036024e-05,35700409,47921084,172075
Age 60+,3650,0.000147701389079324,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3651,0.0001479534870314791,7.739808223036024e-05,35700409,47921084,172075
Age 60+,3652,0.00014817757410006142,7.729374402298579e-05,35700409,47921084,172075
Age 60+,3653,0.00014837365028507097,7.741894987183511e-05,35700409,47921084,172075
Age 60+,3654,0.00014842967205221656,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3655,0.00014848569381936214,7.754415572068445e-05,35700409,47921084,172075
Age 60+,3656,0.00014870978088794444,7.754415572068445e-05,35700409,47921084,172075
Age 60+,3657,0.0001488218244222356,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3658,0.0001491579550251091,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3659,0.00014929800944297306,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3660,0.00014946607474440978,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3661,0.00014960612916227375,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3662,0.0001497741944637105,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3663,0.00014983021623085608,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3664,0.00015005430329943838,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3665,0.0001503344121351663,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3666,0.00015058651008732142,7.766936156953377e-05,35700409,47921084,172075
Age 60+,3667,0.00015055849920374861,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3668,0.00015050247743660303,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3669,0.00015058651008732142,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3670,0.000150642531854467,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3671,0.00015055849920374861,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3672,0.000150642531854467,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3673,0.00015075457538875814,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3674,0.00015069855362161258,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3675,0.00015081059715590372,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3676,0.00015083860803947652,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3677,0.0001508666189230493,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3678,0.0001508666189230493,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3679,0.00015100667334091327,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3680,0.00015103468422448605,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3681,0.00015097866245734047,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3682,0.0001512027495259228,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3683,0.00015145484747807793,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3684,0.0001517349563138058,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3685,0.00015170694543023303,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3686,0.0001518189889645242,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3687,0.00015204307603310652,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3688,0.0001520710869166793,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3689,0.00015218313045097046,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3690,0.00015229517398526163,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3691,0.00015226716310168882,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3692,0.00015249125017027115,7.789890562575755e-05,35700409,47921084,172075
Age 60+,3693,0.00015263130458813512,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3694,0.00015257528282098954,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3695,0.00015260329370456231,7.789890562575755e-05,35700409,47921084,172075
Age 60+,3696,0.0001526593154717079,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3697,0.00015282738077314464,7.79823761916571e-05,35700409,47921084,172075
Age 60+,3698,0.00015296743519100858,7.791977326723244e-05,35700409,47921084,172075
Age 60+,3699,0.00015302345695815417,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3700,0.0001531915222595909,7.804497911608176e-05,35700409,47921084,172075
Age 60+,3701,0.00015330356579388208,7.806584675755666e-05,35700409,47921084,172075
Age 60+,3702,0.00015333157667745488,7.821192024788087e-05,35700409,47921084,172075
Age 60+,3703,0.00015330356579388208,7.821192024788087e-05,35700409,47921084,172075
Age 60+,3704,0.00015333157667745488,7.81701849649311e-05,35700409,47921084,172075
Age 60+,3705,0.00015349964197889163,7.810758204050642e-05,35700409,47921084,172075
Age 60+,3706,0.00015372372904747393,7.808671439903155e-05,35700409,47921084,172075
Age 60+,3707,0.00015372372904747393,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3708,0.00015391980523248348,7.79823761916571e-05,35700409,47921084,172075
Age 60+,3709,0.000154115881417493,7.791977326723244e-05,35700409,47921084,172075
Age 60+,3710,0.00015408787053392022,7.791977326723244e-05,35700409,47921084,172075
Age 60+,3711,0.000154115881417493,7.789890562575755e-05,35700409,47921084,172075
Age 60+,3712,0.00015419991406821139,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3713,0.00015428394671892975,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3714,0.00015422792495178416,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3715,0.0001541438923010658,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3716,0.00015425593583535697,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3717,0.00015428394671892975,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3718,0.00015417190318463858,7.766936156953377e-05,35700409,47921084,172075
Age 60+,3719,0.00015431195760250255,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3720,0.0001544240011367937,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3721,0.0001543959902532209,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3722,0.00015462007732180324,7.810758204050642e-05,35700409,47921084,172075
Age 60+,3723,0.0001547041099725216,7.812844968198132e-05,35700409,47921084,172075
Age 60+,3724,0.00015495620792467673,7.819105260640598e-05,35700409,47921084,172075
Age 60+,3725,0.00015495620792467673,7.823278788935576e-05,35700409,47921084,172075
Age 60+,3726,0.0001550122296918223,7.831625845525531e-05,35700409,47921084,172075
Age 60+,3727,0.00015512427322611345,7.829539081378042e-05,35700409,47921084,172075
Age 60+,3728,0.0001552363167604046,7.821192024788087e-05,35700409,47921084,172075
Age 60+,3729,0.00015548841471255974,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3730,0.00015554443647970533,7.819105260640598e-05,35700409,47921084,172075
Age 60+,3731,0.00015562846913042368,7.81701849649311e-05,35700409,47921084,172075
Age 60+,3732,0.0001555724473632781,7.810758204050642e-05,35700409,47921084,172075
Age 60+,3733,0.00015548841471255974,7.808671439903155e-05,35700409,47921084,172075
Age 60+,3734,0.00015568449089756927,7.808671439903155e-05,35700409,47921084,172075
Age 60+,3735,0.0001558805670825788,7.796150855018221e-05,35700409,47921084,172075
Age 60+,3736,0.00015593658884972437,7.794064090870732e-05,35700409,47921084,172075
Age 60+,3737,0.00015610465415116112,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3738,0.0001561886868018795,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3739,0.00015641277387046183,7.794064090870732e-05,35700409,47921084,172075
Age 60+,3740,0.00015652481740475297,7.796150855018221e-05,35700409,47921084,172075
Age 60+,3741,0.00015660885005547135,7.802411147460687e-05,35700409,47921084,172075
Age 60+,3742,0.00015669288270618971,7.796150855018221e-05,35700409,47921084,172075
Age 60+,3743,0.00015680492624048088,7.8003243833132e-05,35700409,47921084,172075
Age 60+,3744,0.00015680492624048088,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3745,0.00015683293712405368,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3746,0.00015694498065834485,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3747,0.0001571130459597816,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3748,0.0001572811112612183,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3749,0.00015725310037764553,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3750,0.00015744917656265506,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3751,0.00015772928539838297,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3752,0.00015786933981624693,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3753,0.0001578973506998197,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3754,0.00015814944865197482,7.783630270133288e-05,35700409,47921084,172075
Age 60+,3755,0.00015831751395341156,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3756,0.0001585135901384211,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3757,0.00015865364455628505,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3758,0.00015868165543985786,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3759,0.00015873767720700341,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3760,0.00015876568809057622,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3761,0.000158793698974149,7.783630270133288e-05,35700409,47921084,172075
Age 60+,3762,0.0001588217098577218,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3763,0.0001591018186934497,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3764,0.0001594099384127504,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3765,0.00015946596017989598,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3766,0.00015949397106346876,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3767,0.0001596620363649055,7.787803798428266e-05,35700409,47921084,172075
Age 60+,3768,0.00015997015608420622,7.785717034280777e-05,35700409,47921084,172075
Age 60+,3769,0.0001599421452006334,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3770,0.00015997015608420622,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3771,0.00016011021050207016,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3772,0.00016022225403636132,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3773,0.00016033429757065249,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3774,0.00016039031933779807,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3775,0.00016039031933779807,7.783630270133288e-05,35700409,47921084,172075
Age 60+,3776,0.00016041833022137085,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3777,0.000160530373755662,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3778,0.00016064241728995317,7.783630270133288e-05,35700409,47921084,172075
Age 60+,3779,0.00016081048259138992,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3780,0.00016100655877639944,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3781,0.00016097854789282666,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3782,0.000161202634961409,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3783,0.00016128666761212735,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3784,0.00016151075468070968,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3785,0.0001614547329135641,7.766936156953377e-05,35700409,47921084,172075
Age 60+,3786,0.00016167881998214643,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3787,0.00016165080909857362,7.750242043773467e-05,35700409,47921084,172075
Age 60+,3788,0.0001617068308657192,7.748155279625979e-05,35700409,47921084,172075
Age 60+,3789,0.0001617908635164376,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3790,0.00016193091793430153,7.754415572068445e-05,35700409,47921084,172075
Age 60+,3791,0.00016209898323573828,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3792,0.00016212699411931108,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3793,0.00016201495058501992,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3794,0.0001619869397014471,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3795,0.00016193091793430153,7.766936156953377e-05,35700409,47921084,172075
Age 60+,3796,0.00016195892881787433,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3797,0.00016193091793430153,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3798,0.0001620429614685927,7.787803798428266e-05,35700409,47921084,172075
Age 60+,3799,0.0001619869397014471,7.787803798428266e-05,35700409,47921084,172075
Age 60+,3800,0.0001620709723521655,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3801,0.00016209898323573828,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3802,0.00016218301588645666,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3803,0.00016223903765360224,7.754415572068445e-05,35700409,47921084,172075
Age 60+,3804,0.00016246312472218455,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3805,0.00016254715737290293,7.756502336215934e-05,35700409,47921084,172075
Age 60+,3806,0.0001626311900236213,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3807,0.00016271522267433968,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3808,0.0001629112988593492,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3809,0.00016296732062649478,7.771109685248355e-05,35700409,47921084,172075
Age 60+,3810,0.0001629953315100676,7.777369977690822e-05,35700409,47921084,172075
Age 60+,3811,0.00016296732062649478,7.758589100363422e-05,35700409,47921084,172075
Age 60+,3812,0.00016282726620863084,7.752328807920956e-05,35700409,47921084,172075
Age 60+,3813,0.0001629112988593492,7.760675864510911e-05,35700409,47921084,172075
Age 60+,3814,0.00016296732062649478,7.76484939280589e-05,35700409,47921084,172075
Age 60+,3815,0.0001631633968115043,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3816,0.00016307936416078595,7.7627626286584e-05,35700409,47921084,172075
Age 60+,3817,0.0001632194185786499,7.769022921100866e-05,35700409,47921084,172075
Age 60+,3818,0.00016344350564723222,7.775283213543332e-05,35700409,47921084,172075
Age 60+,3819,0.00016355554918152338,7.773196449395845e-05,35700409,47921084,172075
Age 60+,3820,0.0001634995274143778,7.7815435059858e-05,35700409,47921084,172075
Age 60+,3821,0.00016347151653080502,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3822,0.00016363958183224177,7.779456741838311e-05,35700409,47921084,172075
Age 60+,3823,0.00016361157094866896,7.783630270133288e-05,35700409,47921084,172075
Age 60+,3824,0.00016372361448296012,7.791977326723244e-05,35700409,47921084,172075
Age 60+,3825,0.0001638356580172513,7.771109685248355e-05,35700409,47921084,172075
